UniProtAC	LOC_GO	LOC_NAME	In SwissProt	ChildOf SwissProt	In LocTree3	Confirmed	Num Docs	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID
Q08215	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	24821790																																																																										
P00635	GO:0005813	centrosome	FALSE	FALSE	FALSE		1	16203747																																																																										
Q03178	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	11238901																																																																										
Q12038	GO:0070382	exocytic vesicle	FALSE	FALSE	FALSE		1	21248204																																																																										
Q03898	GO:0005635	nuclear envelope	FALSE	TRUE	FALSE		1	11927555																																																																										
P10080	GO:0005768	endosome	FALSE	TRUE	FALSE		1	15173323																																																																										
P25344	GO:0005576	extracellular region	FALSE	FALSE	FALSE		1	16543225																																																																										
P32178	GO:0005737	cytoplasm	FALSE	FALSE	FALSE		1	14648200																																																																										
Q12287	GO:0044214	spanning component of plasma membrane	FALSE	FALSE	FALSE		1	14615477																																																																										
P38845	GO:0009570	chloroplast stroma	FALSE	FALSE	FALSE		1	10228173																																																																										
P22146	GO:0099503	secretory vesicle	FALSE	FALSE	FALSE		1	14583628																																																																										
P0CX60	GO:0016607	nuclear speck	FALSE	FALSE	FALSE		1	12767936																																																																										
P27692	GO:0070062	extracellular exosome	FALSE	FALSE	FALSE		1	21949810																																																																										
P25560	GO:0005771	multivesicular body	FALSE	FALSE	FALSE		1	12972550																																																																										
Q12071	GO:0015629	actin cytoskeleton	FALSE	FALSE	FALSE		1	12395193																																																																										
P41697	GO:0005789	endoplasmic reticulum membrane	FALSE	FALSE	FALSE		1	15967812																																																																										
P0CX60	GO:0005657	replication fork	FALSE	FALSE	FALSE		1	15380106																																																																										
Q06211	GO:0005657	replication fork	FALSE	FALSE	FALSE		1	21593207																																																																										
P32485	GO:0005829	cytosol	FALSE	TRUE	FALSE		1	26140985																																																																										
Q08001	GO:0005739	mitochondrion	FALSE	FALSE	FALSE		1	25987606																																																																										
Q07540	GO:0005576	extracellular region	FALSE	FALSE	FALSE		1	16230618																																																																										
